ProductID,Product Name,Category,Customer ,Paper,GSM,Print Size,Ups,Dimension,Ink,Plate No,Coating,Special Effects,Pasting,folding Dim.,Folding ,Construction,Specification,Actual GSM USED,ArtworkCode,Delivery Address,product immage ,ArtworkCDR,ArtworkPDF
ccdbb4c5,BDRON 500 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,135 x 55,"233,254,2748,2975,298",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 5 special Pantone colour printing.,,NT0ARAXVE/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
4c98497b,Cabozantinib 20 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,6,47 x 47 x 75,CMYK,,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NR0ZAAPIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
0386caf6,Cabozantinib 20 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,2,195 x 550,BLACK,,,,,,Folding ‐  1 + 3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NR0ZAAPIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
452bd5d9,Everolimus-5mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,6,92 x 16 x 41,CMYK,,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NT0EVBPIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
403a1e5d,Everolimus-0.5 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,92 x 16 x 41,CMYK,,Aqua,Emboss,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NR0EVDPIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
3ee9bab6,Everolimus-0.5 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,3,180 x 300,BLACK,71629,Aqua,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NR0EVDPIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
1ed73f22,Everolimus- 5 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,190 x 235,BLACK,,,,,,2+3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,NT0EVBPIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
271e23ba,Sunitinib 12.5mg - PMBI cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 x 23,8,47 x 47 x 75,CMYK,,Aqua,Emboss,Lock Bottom ,,,full Varnish,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NR0SMCPIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
a045a598,Sunitinib 12.5mg - PMBI inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,1,300 x 600,BLACK,,,,3+2,,Folding ‐  2 + 3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,NR0SMCPIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
5fa6434a,Sunitinib 12.5mg - PMBI labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,100 x 25,,,Aqua,,,,,full Varnish,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NR0SMCPIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
60d3c9cd,Cabozantinib 20 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,100 x 25,CMYK,,Aqua,,,,,full Varnish,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NR0ZACPIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
cd90470c,BD Foie 10 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 25,1,297 x  600,BLACK,,,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NT0LNAXKZ/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
53f0c1f3,BD Foie 10 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12 x 23,2,194 x  34 x 94,CMYK,18418,Aqua,"Foiling , purpule , Emboss",Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss on Brand Name.",ITC Saffire board with 4 colour printing.,,NT0LNAXKZ/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
0aba5ae0,BD Foie 4 mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12 x 22,2,194 x 34 x 94,CMYK,18733,Aqua,,Side Pasting,,,Window Varnish batch coding.,ITC Saffire board with 4 colour printing.,,NU0LNBXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
a72e187f,BD Foie 4 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,2,200 x 420,BLACK,70083,,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NU0LNBXPH/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
7a1147d1,Herblock 250mg Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,11.5 X 18,4,45 x 45 x 84,CMYK,21419 new plate,Aqua,,Lock Bottom ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NU0LAAXPH/C2,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
b23bd51a,Herblock 250mg lnserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,12 x 23,1,260 x 500,CMYK,,,,3+2,,2+3,Folding ‐ 2 + 3,Printed insert on Maplitho paper.,,NU0LAAXPH/I2,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
e6addfd1,Herblock 250mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,110 x 35,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NU0LAAXPHL2,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
fc97cf03,BDFOIE  10 mg  Philippnes cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,11.5 X 18,1,194 x 20 x 94,CMYK,,Aqua,,Side Pasting,,,Window Varnish batch coding.,ITC Saffire board with 4 colour printing.,,NU0LNAXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
fbb6afa5,BDFOIE  10 mg  Philippnes inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,12.66 x 25,3,200 x 420,BLACK,,,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NU0LNAXPH/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
0ed696eb,BD Foie 4mg Kazakhstan  Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,12 x 23,2,194 x 34 x 94,CMYK,19830,Aqua,"Foil - red , Emboss , Spot UV",Side Pasting,,,"Window Varnish batch coding, Foiling, Emboss  & Spot UV on Brand Name.",Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NT0LNBXKZ/C2,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
5f320cb3,BD Foie 4mg Kazakhstan inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,12.66 x 25,1,297 x 600,BLACK,70710,,,1+3,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NT0LNBXKZ/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
be1d72f4,CABOZANIB 60 mg Kazakhstan Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,13.8 x 15.75,4,47 x 47 x 75,224+7419+black,19888 -60mg & 40 mg together,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 special Pantone colour printing.,,NT0ZAAXKZ/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/be1d72f4.ArtworkPDF.152120.pdf
38a99d20,CABOZANIB 40 mg Kazakhstan Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,13.8 x 15.75,2,47 x 47 x75,3395+7419+black,19888- 60 mg & 40 mg together,Aqua,,Side Pasting,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 special Pantone colour printing.,,NT0ZABXKZ/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/38a99d20.ArtworkPDF.102922.pdf
2533f017,CABOZANIB Kazakhstan inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,2,200 x 575,BLACK,70709,,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NT0ZAAXKZ/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/2533f017.ArtworkPDF.102931.pdf
f34dcfa7,CABOZANIB 60 mg Kazakhstan  labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,100 x 25,224+7419+black,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NT0ZAAXKZ/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/f34dcfa7.ArtworkPDF.152059.pdf
bc945798,CABOZANIB 40 mg Kazakhstan  labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,100 x 25,3395+7419+black,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NT0ZABXKZ/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/bc945798.ArtworkPDF.102940.pdf
f7bc4006,COBALFER-FCM 50mg cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 x 23,8,96 x 67 x 32,CMYK,19972,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.,,YKAFMAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/f7bc4006.ArtworkPDF.151729.pdf
665c1b41,COBALFER-FCM 50 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,65 x 30,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YKAFMAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/665c1b41.ArtworkPDF.151741.pdf
99bf7a81,COBALFER-FCM 50mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,4,265 x 185,BLACK,70745,,,2+2,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YKAFMAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/99bf7a81.ArtworkPDF.151801.pdf
99c31683,Rucashil 250mg  cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14.66 x 25,6,51 x 51 x 85,BLACK,,Aqua,Emboss,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NGXRPBXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/99c31683.ArtworkPDF.103113.pdf
7def9247,Rucashil 300mg  cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14.66 x 25,6,51 x 51 x 85,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NGXRPAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/7def9247.ArtworkPDF.103141.pdf
eb5b6428,Rucashil 200mg  cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,14.66 x 25,6,46 x 46 x 85,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing.+ embossing on main pannels,,NGXRPCXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/eb5b6428.ArtworkPDF.103156.pdf
de089090,Rucashil 300 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,115 x 40,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NGXRPAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/de089090.ArtworkPDF.103213.pdf
bd65738e,Rucashil 250 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,115 x 40,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NGXRPBXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/bd65738e.ArtworkPDF.103227.pdf
8ec9811f,Rucashil 200 mg labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,110 x 35,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NGXRPCXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/8ec9811f.ArtworkPDF.103245.pdf
eadb3b13,Rucashil 200/250/300 inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,2,270 x 450,BLACK,70902,,,,,1+3,Folding ‐ 1 + 3,Printed insert on Maplitho paper.,,NGXRPAXIN/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/eadb3b13.ArtworkPDF.103259.pdf
b47c44cf,BDRON 250 Phillipines Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.75 X 20.75,4,58 x 58 x 105,CMYK,21703,Aqua,,Side ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,,NT0ARBXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/b47c44cf.ArtworkPDF.151829.pdf
e1e52078,BDRON 250 Phillipines labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,NT0ARBXPH/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/e1e52078.ArtworkPDF.151837.pdf
342b3d55,BDRON 250 Phillipines inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,6,190 X 200,BLACK,72761,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NT0ARBXPH/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/342b3d55.ArtworkPDF.151845.pdf
d9558a24,BD Ron 250 Mg Cartons - Phillipines,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,58 x 58 x 105,CMYK,,Aqua,,Side Pasting,,,,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,NT0ARBXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/d9558a24.ArtworkPDF.151853.pdf
8caf3a92,BD Poma 1 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,,,,100 x 25,CMYK,,UV,,,,,Window UV for batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,BDR/BDPOMA 1mg/L/03,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/8caf3a92.ArtworkPDF.151638.pdf
685a3790,APATIDE 60mg -60tab Cartons,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.33 x 18,2,51 x 51 x 84,"307, 485 & BLACK",,Aqua,"UV Emboss , Foil - gold",Lock Bottom ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Foiling & raised UV  Window Aqua Varnish for batch coding,,NR0AMAAIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
8ea3db59,APATIDE 60mg -120tab Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.33 x 18,2,58 x 58 x 105,"534, 485 & BLACK",,Aqua,"UV Emboss , Foil - gold",Lock Bottom ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Foiling & raised UV  Window Aqua Varnish for batch coding,,NR0AMAXIN/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
4d5f288d,APATIDE 60mg -60tab labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,115 x 40,"307, 485 & BLACK",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NR0AMAAIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
05c07da4,APATIDE 60mg -120tab label;s,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,80,,,135 x 55 mm,"307, 485 & BLACK",,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NR0AMAXIN/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
24c5885c,APATIDE 60mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,6,190 x 200,BLACK,74350,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,NR0AMAXIN/I2,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/24c5885c.ArtworkPDF.151453.PDF
48ebe753,XZAMIDE  40 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,18 x 23,4,101 x 15 x 176,1235C+1815C+032C+13-0650TCX + solid coated yellow C,22615,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire with 6 special Pantone colour printing.,,NU0ENAXPH/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/48ebe753.ArtworkPDF.103342.pdf
811a7bc9,XZAMIDE  40 mg inserts,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,8,100 x 290,BLACK,73390,,,3,,,3  folding,Printed insert on Maplitho paper.,,NU0ENAXPH/I1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,Product_Files_/811a7bc9.ArtworkPDF.103353.pdf
bed8adba,Cetromor 0.25 mg Carton,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,15.33 x 18,6,98 x 24 x 62,CMYK,,Aqua,,Side ,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 4 colour printing with Window Aqua Varnish for batch coding.,320,YMPCAAXIN/C1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/bed8adba.ArtworkPDF.151351.25mg  artwork for approval.pdf
f50208f8,Cetromor 0.25 mg Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,18 x 23,18,60 x 210,BLACK,,,,2 Vertical,,2 Vertical,2 Vertical Folds,Printed insert on Maplitho paper.,,YMPCAAXIN/I1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/f50208f8.ArtworkPDF.151359.25mg  artwork for approval.pdf
03fcb833,Cetromor 0.25 mg Labels,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,70,,,47 x 17,CMYK,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper Size + - 3mm with 4 colour printing.,,YMPCAAXIN/L1,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/03fcb833.ArtworkPDF.151407.25mg  artwork for approval.pdf
ac38d01f,Magnistin  2 miu Insert,Inserts,BDR Pharmaceuticals International Pvt. Ltd.,Maplitho,60,15 X 20,4,190 x 240,BLACK,65314,,,,,2+2,Folding ‐ 2 vertical + 2 horizontal.,Printed insert on Maplitho paper.,,YCBCUCXIN/I2,"BDR PHARMACEUTICALS INTERNATIONAL PVT. LTD , Survey No. 51/1, At Vanseti Village, PO: Tajpura, Taluka – Halol, Dist. Panchamahals.",,,Product_Files_/ac38d01f.ArtworkPDF.111559.pdf
d2697309,BDRON 250 mg Labels- srilanka,Labels,BDR Pharmaceuticals International Pvt. Ltd.,Cromo,75,,,135 x 55,513+485+Black,,Aqua,,,,,Window Varnish batch coding.,Printed Label on Chromo paper with 3 special Pantone colour printing.,,NU0ARBXLK/L1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
06952c02,BDRON 250  Cartons srilanka,Cartons,BDR Pharmaceuticals International Pvt. Ltd.,White,350,,,58 x 58 x 105,513+485+Black,,Aqua,,,,,Window Varnish batch coding.,Printed carton on ITC Saffire board with 3 special colour printing with Window Aqua Varnish for batch coding.,,NU0ARBXLK/C1,"BDR Pharmaceuticals Int'l Pvt. Ltd., R.S. NO-578, NEAR EFFLUENT CHANEL, VILLAGE LUNA, PADRA, VADODRA 391440, Gujarat India.",,,
